,三義,二林,南投,埔里,大里,忠明,沙鹿,竹山,線西,苗栗,西屯,豐原
2022-01-18-11,6,10,15,7,12,13,10,19,8,8,10,8
2022-01-18-12,6,10,14,6,12,13,10,20,8,9,10,8
2022-01-18-13,7,11,14,6,12,12,10,22,9,9,11,8
2022-01-18-14,8,11,15,5,12,12,9,23,9,9,11,8
2022-01-18-15,9,12,16,5,12,11,10,23,11,9,11,9
2022-01-18-16,9,13,18,6,14,11,10,24,12,8,11,8
2022-01-18-17,9,13,20,7,14,12,11,26,13,8,10,9
2022-01-18-18,8,14,21,10,14,12,12,27,13,7,11,8
2022-01-18-19,8,15,22,12,13,13,12,27,13,8,11,8
2022-01-18-20,7,14,21,14,11,13,14,26,13,9,12,8
2022-01-18-21,9,14,20,17,12,14,14,26,14,10,12,9
2022-01-18-22,9,15,19,18,12,15,14,25,13,11,12,9
2022-01-18-23,10,14,19,20,13,16,14,26,15,11,12,10
2022-01-19-00,10,15,19,21,15,16,14,25,14,11,13,11
2022-01-19-01,10,15,20,19,15,16,14,24,14,11,13,11
2022-01-19-02,10,15,20,19,16,15,14,24,14,10,13,12
2022-01-19-03,10,15,21,18,15,15,13,23,13,11,13,12
2022-01-19-04,10,14,20,17,14,15,13,24,13,12,13,13
2022-01-19-05,10,13,20,17,14,14,14,24,13,15,13,13
2022-01-19-06,10,13,20,16,14,14,14,24,13,17,13,13
2022-01-19-07,9,14,20,15,14,14,15,24,15,19,14,13
2022-01-19-08,10,15,19,15,14,14,15,25,14,19,14,13
2022-01-19-09,9,15,20,14,13,16,15,24,13,-999,14,12
2022-01-19-10,8,15,19,14,13,16,15,24,13,-999,14,10
2022-01-19-11,8,14,19,13,11,16,13,24,12,-999,13,10
2022-01-19-12,7,13,18,11,10,14,13,23,12,-999,12,8
2022-01-19-13,6,14,17,10,9,12,13,25,13,11,11,8
2022-01-19-14,6,13,15,9,9,11,12,26,14,10,11,7
2022-01-19-15,5,13,15,10,10,11,12,28,13,10,11,7
2022-01-19-16,5,14,15,11,11,12,12,30,14,9,12,7
2022-01-19-17,5,14,15,13,11,12,12,31,13,8,12,7
2022-01-19-18,5,14,15,14,11,13,13,29,12,7,11,7
2022-01-19-19,5,14,16,15,11,13,12,27,12,7,10,7
2022-01-19-20,4,12,15,16,11,12,12,25,12,6,9,7
2022-01-19-21,4,12,15,17,11,11,12,23,11,6,8,8
2022-01-19-22,4,10,14,17,11,10,11,22,10,6,8,8
2022-01-19-23,4,10,13,17,10,9,10,22,10,5,7,8
2022-01-20-00,4,10,13,18,10,8,10,21,10,6,7,8
2022-01-20-01,4,10,13,18,10,8,10,20,10,6,6,8
2022-01-20-02,4,10,14,19,10,8,9,19,9,7,7,7
2022-01-20-03,4,9,14,20,10,8,9,18,8,7,6,7
2022-01-20-04,4,8,14,21,12,8,8,18,7,7,6,7
2022-01-20-05,4,8,14,22,12,9,8,18,8,8,6,8
2022-01-20-06,4,7,14,21,13,10,7,17,8,8,6,8
2022-01-20-07,3,7,15,18,15,9,7,17,9,7,6,7
2022-01-20-08,3,7,15,17,17,10,8,17,9,7,7,8
2022-01-20-09,3,8,14,15,19,10,8,17,9,7,6,9
2022-01-20-10,3,9,15,14,21,11,8,17,10,7,6,8
2022-01-20-11,3,9,15,14,21,12,8,16,10,6,7,9
2022-01-20-12,3,10,16,15,20,12,8,16,11,6,7,8
2022-01-20-13,3,11,16,14,17,12,8,18,12,6,7,8
2022-01-20-14,3,13,17,12,14,11,10,19,13,6,6,8
2022-01-20-15,4,15,19,13,13,11,10,20,14,5,6,8
2022-01-20-16,5,15,21,13,12,11,10,21,15,5,7,9
2022-01-20-17,5,15,22,13,14,11,10,22,16,5,8,9
2022-01-20-18,6,15,23,-999,16,12,9,23,16,6,10,9
2022-01-20-19,6,16,23,-999,16,13,11,25,16,7,11,10
2022-01-20-20,7,16,25,-999,16,15,12,26,16,7,12,13
2022-01-20-21,8,15,27,-999,14,15,13,27,16,8,12,14
2022-01-20-22,8,15,27,-999,14,15,13,28,15,8,12,16
2022-01-20-23,9,13,27,-999,15,15,13,29,15,8,13,18
2022-01-21-00,8,13,27,-999,16,15,12,29,14,9,13,16
2022-01-21-01,9,14,26,-999,17,16,12,28,13,9,13,16
2022-01-21-02,10,14,27,-999,19,17,12,28,13,10,14,16
2022-01-21-03,10,13,26,-999,19,18,12,27,13,11,15,16
2022-01-21-04,10,14,26,-999,20,18,13,27,13,11,15,16
2022-01-21-05,11,13,26,-999,20,18,13,27,12,11,14,16
2022-01-21-06,10,14,25,-999,18,18,13,27,12,11,13,16
2022-01-21-07,10,13,25,-999,18,17,12,27,11,11,13,15
2022-01-21-08,9,12,24,-999,16,15,12,27,11,10,12,14
2022-01-21-09,7,13,24,-999,18,15,12,28,12,10,13,14
2022-01-21-10,6,12,23,-999,18,15,12,28,12,10,13,13
2022-01-21-11,5,13,23,-999,22,16,12,25,14,9,14,11
2022-01-21-12,5,14,21,-999,24,18,12,21,14,10,16,13
2022-01-21-13,5,13,20,-999,23,16,11,17,14,10,16,12
2022-01-21-14,6,14,20,-999,23,16,10,17,14,10,15,12
2022-01-21-15,6,13,19,-999,19,14,9,18,12,10,13,13
2022-01-21-16,6,13,18,-999,16,12,9,20,12,10,12,11
2022-01-21-17,5,12,18,3,17,12,9,22,12,10,11,11
2022-01-21-18,4,12,17,3,17,12,8,21,11,11,12,10
2022-01-21-19,4,12,16,5,17,12,8,21,12,11,12,11
2022-01-21-20,4,11,16,5,17,12,8,21,12,11,12,10
2022-01-21-21,4,11,15,6,15,12,9,19,11,12,11,11
2022-01-21-22,5,11,14,7,15,12,10,18,10,12,11,11
2022-01-21-23,6,11,13,7,13,12,10,17,9,12,11,10
2022-01-22-00,7,10,13,7,13,12,10,16,10,12,11,10
2022-01-22-01,7,10,13,7,14,13,11,18,12,12,11,9
2022-01-22-02,8,11,12,7,14,13,12,17,13,13,11,9
2022-01-22-03,8,12,13,6,15,14,14,17,15,14,12,8
2022-01-22-04,8,14,14,5,16,14,15,17,15,16,12,7
2022-01-22-05,7,15,14,6,16,15,15,17,15,16,13,8
2022-01-22-06,8,14,14,6,16,15,14,17,14,16,14,9
2022-01-22-07,8,14,14,7,18,16,14,17,13,16,15,9
2022-01-22-08,8,14,14,7,19,17,14,17,13,14,15,9
2022-01-22-09,8,15,14,7,20,17,13,18,14,13,15,8
2022-01-22-10,7,16,14,8,20,16,12,17,13,11,14,7
2022-01-22-11,7,16,14,7,19,14,10,17,11,10,12,6
2022-01-22-12,6,15,15,6,18,13,9,16,10,8,10,5
2022-01-22-13,5,13,16,6,16,12,8,17,8,8,10,5
2022-01-22-14,5,12,17,6,15,11,7,18,9,7,9,6
2022-01-22-15,5,11,18,6,14,11,7,19,9,7,9,7
2022-01-22-16,6,9,16,8,14,10,7,19,9,7,9,8
2022-01-22-17,6,10,14,10,13,9,7,18,8,8,9,8
2022-01-22-18,6,8,13,11,12,8,6,15,8,8,9,8
2022-01-22-19,5,8,12,11,10,7,5,13,7,8,8,7
2022-01-22-20,4,7,12,11,9,7,5,13,6,8,7,6
2022-01-22-21,3,7,12,10,8,9,5,12,5,8,7,6
2022-01-22-22,3,6,12,11,9,9,5,12,6,8,6,5
2022-01-22-23,3,7,12,12,9,10,6,13,7,9,7,5
2022-01-23-00,3,10,11,12,10,11,6,14,9,10,7,6
2022-01-23-01,3,11,12,13,11,11,7,14,11,11,8,6
2022-01-23-02,3,13,12,12,11,11,9,13,11,13,10,5
2022-01-23-03,3,13,13,12,13,11,11,12,12,16,10,5
2022-01-23-04,3,13,13,13,15,10,11,11,13,16,11,4
2022-01-23-05,3,17,12,14,17,11,11,9,14,17,11,4
2022-01-23-06,2,19,11,14,18,12,11,9,14,17,11,4
2022-01-23-07,2,23,10,14,18,13,11,9,15,15,13,4
2022-01-23-08,3,25,10,12,19,13,12,8,15,15,13,4
2022-01-23-09,3,26,10,12,19,14,12,9,16,15,15,6
2022-01-23-10,4,26,10,12,20,14,11,12,20,15,14,8
2022-01-23-11,5,29,11,11,22,14,11,13,21,16,14,9
2022-01-23-12,6,33,11,10,24,15,11,16,22,14,13,11
2022-01-23-13,6,35,11,9,24,16,11,16,21,14,13,11
2022-01-23-14,8,36,12,9,26,17,12,17,19,13,16,12
2022-01-23-15,9,33,15,8,28,18,12,21,18,14,16,13
2022-01-23-16,10,31,18,8,28,19,13,26,18,14,17,16
2022-01-23-17,9,28,21,10,29,19,13,29,17,13,17,19
2022-01-23-18,11,28,23,14,27,20,13,31,17,14,17,20
2022-01-23-19,11,30,24,17,27,20,15,33,18,13,18,22
2022-01-23-20,11,32,25,20,28,21,16,31,21,13,20,23
2022-01-23-21,13,35,26,22,29,22,17,33,24,13,22,23
2022-01-23-22,12,38,28,24,30,23,19,33,25,14,24,24
2022-01-23-23,13,39,28,25,30,25,20,32,24,16,28,25
2022-01-24-00,12,39,28,26,30,28,20,34,24,20,29,26
2022-01-24-01,11,38,30,25,33,29,22,34,23,22,30,27
2022-01-24-02,9,37,32,26,33,30,21,33,22,25,30,25
2022-01-24-03,7,34,34,26,34,29,20,31,21,24,28,24
2022-01-24-04,7,33,35,26,33,28,20,26,20,25,28,22
2022-01-24-05,6,32,33,27,32,28,18,25,19,22,27,21
2022-01-24-06,6,29,32,27,32,28,18,24,19,19,26,20
2022-01-24-07,5,29,31,28,30,28,18,23,18,17,24,18
2022-01-24-08,4,27,32,28,28,26,15,23,17,15,21,18
2022-01-24-09,4,25,32,28,25,23,15,23,15,15,18,15
2022-01-24-10,4,24,29,27,22,21,13,25,14,14,17,13
2022-01-24-11,4,21,26,26,20,19,12,26,14,13,15,11
2022-01-24-12,4,18,25,23,18,18,12,24,12,12,15,10
2022-01-24-13,4,15,21,21,15,16,12,23,11,11,13,9
2022-01-24-14,4,14,20,19,14,15,11,22,10,10,11,9
2022-01-24-15,4,14,19,17,13,13,12,22,10,10,10,9
2022-01-24-16,5,13,19,16,13,13,11,22,10,9,9,10
2022-01-24-17,5,12,19,15,13,13,11,21,10,9,9,9
2022-01-24-18,6,11,18,14,12,12,11,21,10,9,9,9
2022-01-24-19,6,11,18,14,12,13,10,21,11,9,10,9
2022-01-24-20,6,11,16,13,12,13,10,20,11,10,10,8
2022-01-24-21,7,11,15,12,12,13,11,20,11,10,11,8
2022-01-24-22,7,12,15,11,12,14,12,19,12,11,10,9
2022-01-24-23,7,12,13,10,12,13,12,17,12,11,10,8
2022-01-25-00,7,12,13,10,11,15,13,17,13,11,10,8
2022-01-25-01,7,12,13,9,10,14,13,18,13,10,10,7
2022-01-25-02,7,13,13,9,11,14,14,18,13,10,11,6
2022-01-25-03,7,14,14,9,12,14,14,19,13,10,10,6
2022-01-25-04,7,14,14,10,12,13,13,19,13,10,10,6
2022-01-25-05,8,13,14,10,12,13,13,20,13,11,11,6
2022-01-25-06,8,13,14,9,12,13,14,18,12,11,11,6
2022-01-25-07,8,12,13,9,12,13,14,18,12,12,11,5
2022-01-25-08,7,12,13,10,13,13,14,18,13,12,12,5
2022-01-25-09,7,12,14,11,13,14,15,18,13,13,12,5
2022-01-25-10,7,12,14,11,14,14,14,19,14,13,12,5
2022-01-25-11,7,13,16,11,14,14,15,20,15,13,12,6
2022-01-25-12,7,13,16,12,14,14,15,-999,16,13,11,7
2022-01-25-13,7,16,16,11,16,14,16,19,18,13,10,7
2022-01-25-14,7,19,16,10,16,14,16,-999,19,13,12,8
2022-01-25-15,8,20,16,11,17,15,17,21,19,14,13,10
2022-01-25-16,9,19,18,10,18,17,18,24,19,14,14,13
2022-01-25-17,10,20,19,11,18,18,18,28,20,15,16,14
2022-01-25-18,12,21,20,14,19,18,18,28,19,16,16,17
2022-01-25-19,13,21,21,16,19,19,18,29,20,17,17,18
2022-01-25-20,14,23,21,18,19,19,19,28,20,18,18,19
2022-01-25-21,15,24,22,19,20,21,19,28,19,18,19,19
2022-01-25-22,15,22,23,20,21,22,19,30,19,17,20,20
2022-01-25-23,15,21,23,21,23,22,19,31,18,16,21,20
2022-01-26-00,15,20,24,21,23,23,19,33,17,16,22,20
2022-01-26-01,15,19,25,22,23,22,19,33,17,16,23,20
2022-01-26-02,14,19,27,22,23,21,19,34,17,16,23,21
2022-01-26-03,14,17,27,22,23,21,18,33,16,17,22,20
2022-01-26-04,14,17,27,21,24,22,18,32,17,17,23,20
2022-01-26-05,13,17,28,21,24,22,19,32,17,17,22,19
2022-01-26-06,13,18,28,19,26,22,18,31,18,17,22,19
2022-01-26-07,12,19,29,18,26,22,17,32,19,16,21,18
2022-01-26-08,10,20,29,17,27,21,17,31,20,15,19,16
2022-01-26-09,9,20,30,16,29,20,17,31,20,14,19,18
2022-01-26-10,8,21,30,15,30,19,17,30,20,14,19,18
2022-01-26-11,9,20,30,15,29,18,17,28,19,15,18,20
2022-01-26-12,11,22,30,13,28,18,16,27,19,15,18,20
2022-01-26-13,12,23,28,12,25,17,15,24,19,16,18,19
2022-01-26-14,13,25,26,11,22,17,17,21,19,16,17,17
2022-01-26-15,13,26,23,10,21,18,18,21,21,16,19,18
2022-01-26-16,13,25,23,11,21,19,20,23,21,17,19,19
2022-01-26-17,15,24,23,12,23,20,21,26,23,18,20,21
2022-01-26-18,16,25,25,13,24,21,20,29,24,19,21,24
2022-01-26-19,17,27,27,15,25,21,21,31,25,20,21,25
2022-01-26-20,16,28,27,16,25,22,21,33,24,20,21,25
2022-01-26-21,14,28,27,18,23,22,20,34,23,19,20,24
2022-01-26-22,13,28,27,19,21,20,20,35,23,19,18,22
2022-01-26-23,11,27,28,19,21,19,20,36,22,19,18,21
2022-01-27-00,9,26,28,19,21,18,21,36,23,19,17,20
2022-01-27-01,9,27,29,20,21,18,22,37,23,19,18,19
2022-01-27-02,10,27,29,19,22,18,22,39,23,19,18,18
2022-01-27-03,11,28,30,18,22,17,21,39,22,18,17,17
2022-01-27-04,11,27,28,18,20,17,21,36,21,21,17,16
2022-01-27-05,11,31,27,16,19,15,19,33,20,22,16,14
2022-01-27-06,11,30,25,16,17,15,19,29,20,22,17,13
2022-01-27-07,11,29,23,16,16,15,19,26,20,24,18,12
2022-01-27-08,11,31,24,16,15,15,20,24,22,24,19,12
2022-01-27-09,11,30,23,16,15,17,22,24,23,25,19,12
2022-01-27-10,12,31,21,15,15,17,23,23,24,25,19,12
2022-01-27-11,11,32,20,14,15,17,23,22,25,24,19,11
2022-01-27-12,11,32,18,12,17,17,23,22,25,25,18,12
2022-01-27-13,11,32,17,10,19,18,23,22,26,25,20,14
2022-01-27-14,13,32,19,9,21,20,24,23,26,25,22,17
2022-01-27-15,16,32,21,8,24,22,25,27,26,26,24,21
2022-01-27-16,19,31,23,10,26,24,23,29,26,24,25,23
2022-01-27-17,20,29,24,16,25,25,22,32,26,23,25,25
2022-01-27-18,18,30,25,17,26,25,22,33,27,24,25,24
2022-01-27-19,16,31,25,21,26,25,22,33,26,24,25,24
2022-01-27-20,15,31,26,23,26,26,24,33,26,25,25,25
2022-01-27-21,13,31,28,24,27,26,25,33,26,24,25,25
2022-01-27-22,12,30,29,26,26,26,25,35,26,23,26,27
2022-01-27-23,12,30,29,27,25,26,23,36,25,21,26,27
2022-01-28-00,12,28,30,28,25,26,22,38,23,18,25,26
2022-01-28-01,11,26,31,29,23,25,20,40,21,16,24,24
2022-01-28-02,10,23,30,29,22,23,18,41,19,14,22,21
2022-01-28-03,8,20,29,30,21,21,16,41,17,13,19,20
2022-01-28-04,6,18,27,28,19,19,14,40,15,12,17,18
2022-01-28-05,5,16,24,28,18,17,13,36,15,11,14,17
2022-01-28-06,4,15,21,29,17,16,11,33,14,10,13,16
2022-01-28-07,4,14,20,30,15,14,11,30,14,10,13,14
2022-01-28-08,5,15,19,31,14,14,12,27,13,10,13,13
2022-01-28-09,6,15,18,30,14,14,12,26,12,10,13,12
2022-01-28-10,6,15,17,28,13,15,13,26,12,11,12,10
2022-01-28-11,7,15,17,29,12,14,13,26,12,11,12,10
2022-01-28-12,7,14,16,30,12,14,13,26,12,10,12,10
2022-01-28-13,8,14,17,30,13,14,13,26,12,9,12,10
2022-01-28-14,8,14,19,28,13,14,12,25,12,9,12,11
2022-01-28-15,9,14,21,26,14,14,12,25,12,9,13,12
2022-01-28-16,9,16,21,23,15,14,12,27,13,9,13,12
2022-01-28-17,10,16,21,20,14,13,12,27,13,10,13,12
2022-01-28-18,10,17,20,22,13,14,12,27,13,11,14,13
2022-01-28-19,13,18,18,21,14,14,13,26,13,11,14,13
2022-01-28-20,13,17,17,22,14,15,13,26,12,11,15,14
2022-01-28-21,13,16,17,24,15,16,13,27,12,10,15,15
2022-01-28-22,14,15,19,23,16,16,13,27,12,10,15,16
2022-01-28-23,12,14,19,24,17,16,12,28,11,10,16,17
2022-01-29-00,12,14,20,21,17,16,12,29,11,10,16,18
2022-01-29-01,11,14,19,22,18,15,12,27,12,10,17,17
2022-01-29-02,10,14,18,21,18,16,12,26,13,10,17,18
2022-01-29-03,9,15,19,19,18,16,11,24,12,10,17,17
2022-01-29-04,9,15,20,17,16,15,10,23,11,10,15,15
2022-01-29-05,7,14,19,12,15,14,9,23,10,9,13,14
2022-01-29-06,6,13,18,10,13,13,8,22,8,8,11,11
2022-01-29-07,4,10,16,10,11,11,7,20,7,7,9,9
2022-01-29-08,3,9,14,9,10,10,6,19,6,6,9,8
2022-01-29-09,3,8,12,9,9,9,6,16,7,6,9,7
2022-01-29-10,3,8,12,7,8,9,7,14,8,6,9,7
2022-01-29-11,3,9,12,6,8,9,8,13,9,6,10,6
2022-01-29-12,3,10,13,5,7,9,8,12,9,6,11,5
2022-01-29-13,3,10,13,5,7,9,8,12,8,6,10,5
2022-01-29-14,3,10,13,5,6,9,8,13,8,6,10,4
2022-01-29-15,4,9,13,6,6,10,7,13,9,5,9,5
2022-01-29-16,5,9,12,6,6,10,7,13,9,6,8,5
2022-01-29-17,5,9,11,6,6,10,7,13,9,7,9,6
2022-01-29-18,6,9,11,6,7,10,7,13,9,7,10,6
2022-01-29-19,6,9,11,7,7,10,7,15,9,8,10,6
2022-01-29-20,6,9,11,7,8,11,7,15,9,8,10,7
2022-01-29-21,6,8,12,8,9,11,8,15,8,8,11,8
2022-01-29-22,6,8,12,9,9,12,8,16,7,7,11,8
2022-01-29-23,6,8,12,9,9,12,7,15,7,8,11,8
2022-01-30-00,7,7,12,9,9,12,7,15,7,7,10,9
2022-01-30-01,6,7,12,9,9,12,6,14,6,8,9,9
2022-01-30-02,5,7,13,8,9,12,6,15,7,7,9,9
2022-01-30-03,5,7,13,8,8,11,6,15,7,7,8,9
2022-01-30-04,4,7,13,9,7,10,6,15,7,7,8,8
2022-01-30-05,3,7,13,9,7,10,6,14,7,7,8,7
2022-01-30-06,3,7,11,8,6,9,6,12,7,7,8,7
2022-01-30-07,3,7,11,9,6,9,6,12,6,7,8,6
2022-01-30-08,3,6,11,8,5,9,6,12,6,6,8,6
2022-01-30-09,3,5,10,9,4,9,5,11,6,6,6,5
2022-01-30-10,2,5,10,8,4,9,5,11,6,5,6,5
2022-01-30-11,2,5,9,8,4,9,4,10,6,5,5,5
2022-01-30-12,2,5,9,7,5,8,4,10,6,4,5,4
2022-01-30-13,2,5,8,7,6,8,5,10,7,4,5,3
2022-01-30-14,2,5,7,7,6,7,6,9,6,4,4,3
2022-01-30-15,2,5,7,8,5,6,5,9,5,3,4,3
2022-01-30-16,2,5,6,8,4,6,5,8,5,3,4,3
2022-01-30-17,2,5,5,8,4,5,5,8,5,3,3,3
2022-01-30-18,2,5,5,8,5,6,5,7,5,3,4,3
2022-01-30-19,2,4,5,8,5,7,5,7,6,4,4,4
2022-01-30-20,3,5,5,9,5,8,5,7,6,5,4,4
2022-01-30-21,3,5,6,9,6,9,6,7,6,6,5,4
2022-01-30-22,4,5,6,10,5,9,5,7,5,6,6,4
2022-01-30-23,4,6,7,11,5,9,5,8,6,7,6,4
2022-01-31-00,6,6,8,12,7,10,6,9,6,8,9,5
2022-01-31-01,6,7,9,12,10,12,8,9,8,9,10,7
2022-01-31-02,7,9,9,12,11,12,9,9,9,11,11,8
2022-01-31-03,8,10,11,13,11,13,11,9,10,11,12,8
2022-01-31-04,7,10,12,13,10,13,11,10,10,10,10,8
2022-01-31-05,8,10,12,12,9,13,11,11,10,10,10,7
2022-01-31-06,8,10,12,11,8,13,11,12,10,10,9,6
2022-01-31-07,8,11,11,11,10,13,10,13,10,11,9,7
2022-01-31-08,8,11,12,11,10,14,11,13,10,11,9,7
2022-01-31-09,8,11,12,11,10,14,11,14,10,11,10,7
2022-01-31-10,7,12,13,12,11,15,11,14,11,10,10,8
2022-01-31-11,7,13,13,12,11,16,11,13,11,9,11,9
2022-01-31-12,7,15,14,11,12,15,11,14,11,8,11,10
2022-01-31-13,7,15,13,11,12,15,11,14,11,7,11,11
2022-01-31-14,7,14,15,11,14,15,11,17,12,7,11,11
2022-01-31-15,8,14,18,11,15,14,12,20,12,8,10,12
2022-01-31-16,9,13,21,12,15,14,13,22,12,9,12,13
2022-01-31-17,10,13,23,13,16,14,13,25,13,10,13,13
2022-01-31-18,11,14,22,15,18,15,13,26,13,11,14,13
2022-01-31-19,11,15,23,19,19,16,14,27,13,12,15,13
2022-01-31-20,11,16,24,22,20,17,15,28,13,15,15,15
2022-01-31-21,14,18,25,24,22,18,16,29,14,18,17,16
2022-01-31-22,15,18,28,26,21,19,18,29,15,21,19,17
2022-01-31-23,16,17,28,28,22,19,20,29,16,24,22,19
2022-02-01-00,18,16,27,30,25,21,21,29,16,25,24,23
2022-02-01-01,18,16,30,34,34,22,24,29,19,28,26,36
2022-02-01-02,18,18,30,34,38,25,24,32,20,31,32,39
2022-02-01-03,17,19,30,34,43,28,23,32,21,30,33,41
2022-02-01-04,16,21,30,33,47,31,23,33,22,30,34,41
2022-02-01-05,15,22,28,32,46,32,19,32,21,28,35,33
2022-02-01-06,14,22,29,31,47,33,19,31,20,25,32,34
2022-02-01-07,14,23,31,31,49,34,20,30,20,25,32,32
2022-02-01-08,13,22,33,30,50,34,25,31,21,25,33,30
2022-02-01-09,12,23,35,29,53,33,26,30,22,24,31,27
2022-02-01-10,12,22,36,29,49,30,27,30,21,24,28,22
2022-02-01-11,11,22,35,28,44,26,25,31,22,23,25,21
2022-02-01-12,11,21,34,26,39,23,20,34,21,22,22,20
2022-02-01-13,12,21,30,23,31,21,18,36,19,19,20,17
2022-02-01-14,13,19,27,21,28,20,17,36,18,16,17,17
2022-02-01-15,13,18,25,18,26,19,15,35,17,14,15,16
2022-02-01-16,12,17,22,16,24,19,14,31,15,12,15,14
2022-02-01-17,11,15,21,16,21,17,13,27,14,11,13,13
2022-02-01-18,9,15,20,16,20,16,12,26,13,12,13,11
2022-02-01-19,8,13,19,16,18,15,11,25,12,13,12,9
2022-02-01-20,8,12,18,16,15,13,10,24,12,13,11,9
2022-02-01-21,8,12,17,17,13,13,10,25,10,13,11,8
2022-02-01-22,7,11,15,17,12,13,9,23,10,11,11,7
2022-02-01-23,6,11,14,17,11,12,8,22,9,8,10,7
2022-02-02-00,6,10,13,18,12,11,7,20,9,6,8,5
2022-02-02-01,4,9,12,16,11,10,6,19,8,6,7,5
2022-02-02-02,4,8,12,16,10,9,6,20,7,6,6,4
2022-02-02-03,4,7,12,15,9,7,6,20,6,6,6,3
2022-02-02-04,3,6,11,15,8,7,6,20,6,6,6,3
2022-02-02-05,3,6,11,16,8,7,5,21,6,6,7,3
2022-02-02-06,3,5,10,15,8,6,5,20,7,6,6,3
2022-02-02-07,2,6,9,15,9,6,6,17,8,6,6,3
2022-02-02-08,2,7,10,15,9,6,6,18,8,6,7,3
2022-02-02-09,1,7,9,14,9,6,7,16,8,6,7,3
2022-02-02-10,1,8,10,15,9,7,7,15,7,6,7,3
2022-02-02-11,2,9,11,15,9,7,6,16,7,7,7,4
2022-02-02-12,2,9,11,14,9,7,6,16,7,8,7,5
2022-02-02-13,3,11,10,13,9,7,6,16,8,8,7,5
2022-02-02-14,3,12,10,12,9,7,6,16,8,7,7,6
2022-02-02-15,3,12,10,12,9,8,7,16,8,6,7,6
2022-02-02-16,3,12,10,13,8,9,7,15,8,5,7,6
2022-02-02-17,3,11,10,14,8,8,7,13,7,5,7,6
2022-02-02-18,3,10,9,14,8,7,7,12,7,4,6,5
2022-02-02-19,3,9,9,16,6,7,7,12,7,5,6,5
2022-02-02-20,2,9,8,17,6,6,7,13,7,6,7,6
2022-02-02-21,2,12,9,19,6,7,8,14,8,9,8,6
2022-02-02-22,3,12,9,22,7,8,8,15,8,12,9,7
2022-02-02-23,3,14,10,23,8,10,8,15,8,13,9,8
2022-02-03-00,4,13,12,25,8,10,9,15,8,12,10,8
2022-02-03-01,4,11,13,26,8,10,9,16,8,10,10,8
2022-02-03-02,3,11,13,23,7,10,9,16,8,8,10,8
2022-02-03-03,2,9,13,23,7,8,8,17,8,7,9,7
2022-02-03-04,2,8,13,21,6,8,7,18,7,6,7,7
2022-02-03-05,2,7,13,19,7,8,6,18,7,6,5,6
2022-02-03-06,3,7,13,19,7,7,6,19,7,5,5,5
2022-02-03-07,3,7,12,18,7,7,6,18,7,5,5,5
2022-02-03-08,3,7,11,17,7,8,6,17,7,5,5,4
2022-02-03-09,3,6,10,17,6,8,6,16,6,4,5,5
2022-02-03-10,2,6,10,16,6,8,6,15,6,4,5,5
2022-02-03-11,2,5,11,15,6,8,5,14,6,4,4,4
2022-02-03-12,2,5,11,14,5,7,4,13,6,3,4,4
2022-02-03-13,2,6,11,13,6,6,4,13,6,3,4,3
2022-02-03-14,2,6,11,12,7,7,4,13,6,4,5,3
2022-02-03-15,2,6,10,12,7,7,5,13,6,3,5,3
2022-02-03-16,2,7,10,11,6,7,5,13,7,3,5,4
2022-02-03-17,2,5,10,11,6,7,5,13,7,3,5,5
2022-02-03-18,2,4,9,11,6,6,4,11,7,2,4,5
2022-02-03-19,2,4,8,10,7,6,3,10,7,2,4,4
2022-02-03-20,2,5,7,11,7,6,3,9,6,2,3,4
2022-02-03-21,2,6,8,11,7,6,4,9,6,5,4,5
2022-02-03-22,2,7,9,11,8,8,6,10,7,6,5,5
2022-02-03-23,2,8,9,11,8,9,6,12,8,6,6,6
2022-02-04-00,2,8,12,12,8,9,6,13,7,5,7,6
2022-02-04-01,2,8,13,11,8,9,6,14,7,4,8,6
2022-02-04-02,1,7,13,11,7,8,5,14,5,4,8,5
2022-02-04-03,1,7,12,11,6,8,5,15,5,4,8,5
2022-02-04-04,2,6,10,10,6,7,4,14,5,4,8,5
2022-02-04-05,2,6,8,9,5,7,4,13,5,4,7,5
2022-02-04-06,2,7,8,9,5,7,4,12,5,4,6,4
2022-02-04-07,1,6,8,8,4,8,4,11,5,4,5,4
2022-02-04-08,1,5,8,8,4,8,5,10,5,4,5,4
2022-02-04-09,1,5,7,8,4,7,5,10,6,4,5,3
2022-02-04-10,0,5,8,8,4,8,4,10,6,4,6,3
2022-02-04-11,0,5,8,9,6,8,4,9,5,4,6,3
2022-02-04-12,0,5,9,10,8,8,4,9,6,4,6,3
2022-02-04-13,1,5,9,10,8,8,4,10,7,5,5,3
2022-02-04-14,2,6,9,8,8,7,6,10,7,5,6,4
2022-02-04-15,2,7,9,7,6,8,6,10,7,5,6,4
2022-02-04-16,3,7,9,7,6,8,7,11,7,6,7,5
2022-02-04-17,3,7,8,8,5,8,7,11,8,6,8,5
2022-02-04-18,3,7,8,9,5,8,8,12,9,6,8,6
2022-02-04-19,4,8,8,11,6,9,9,12,9,6,8,6
2022-02-04-20,5,8,9,12,7,10,9,12,10,8,9,6
2022-02-04-21,6,9,10,13,7,11,9,11,10,8,9,7
2022-02-04-22,6,9,11,15,9,11,10,11,9,9,9,7
2022-02-04-23,6,10,12,16,8,12,9,11,9,9,8,7
